"rcp","sovereign","sovereign_iso3","country","eez_id","eez","msy_avg1","msy_avg2","msy_perc"
"RCP 6.0","Norway","NOR","Norway",223,"Norwegian Exclusive Economic Zone",1003205199.96794,1182437537.30021,17.8659697276287
"RCP 6.0","Norway","NOR","Svalbard",253,"Fisheries Zone around Svalbard",176231785.936315,242381462.330307,37.5356103001177
"RCP 6.0","Oman","OMN","Oman",48,"Omani Exclusive Economic Zone",188348872.106468,161121158.514768,-14.4560003397889
"RCP 6.0","Pakistan","PAK","Pakistan",53,"Pakistani Exclusive Economic Zone",127174822.062481,126823423.172914,-0.276311681721347
"RCP 6.0","Palau","PLW","Palau",8,"Palau Exclusive Economic Zone",58237642.6328279,59719483.986133,2.54447344760789
"RCP 6.0","Panama","PAN","Panama",129,"Panamanian Exclusive Economic Zone",104383958.721349,46100366.265356,-55.8357751228616
"RCP 6.0","Papua New Guinea","PNG","Papua New Guinea",17,"Papua New Guinean Exclusive Economic Zone",517285583.039593,550640571.317813,6.44808001070216
"RCP 6.0","Peru","PER","Peru",138,"Peruvian Exclusive Economic Zone",2223718219.80228,1462851295.37183,-34.2159774406173
"RCP 6.0","Philippines","PHL","Philippines",15,"Philippines Exclusive Economic Zone",935135675.186658,638191156.23552,-31.7541643240021
"RCP 6.0","Poland","POL","Poland",178,"Polish Exclusive Economic Zone",47158615.140829,43108906.5350304,-8.58742054597037
"RCP 6.0","Portugal","PRT","Azores",55,"Portuguese Exclusive Economic Zone (Azores)",203927769.32142,257875555.963673,26.4543601990877
"RCP 6.0","Portugal","PRT","Madeira",57,"Portuguese Exclusive Economic Zone (Madeira)",58680106.2553573,97411390.0365439,66.0041132383781
"RCP 6.0","Portugal","PRT","Portugal",183,"Portuguese Exclusive Economic Zone",190665925.127543,208057428.645722,9.12145340419141
"RCP 6.0","Qatar","QAT","Qatar",190,"Qatari Exclusive Economic Zone",9090987.55142961,449.982800181131,-99.9950502319177
"RCP 6.0","République du Congo","COG","République du Congo",100,"Congolese Exclusive Economic Zone",28071825.5250784,14762045.1516381,-47.4133054209452
"RCP 6.0","Romania","ROU","Romania",72,"Romanian Exclusive Economic Zone",30726871.9163056,34515102.2513928,12.32872107973
"RCP 6.0","Russia","RUS","Russia",73,"Russian Exclusive Economic Zone",3685928177.85462,4036040696.2157,9.49862562338002
"RCP 6.0","Saint Kitts and Nevis","KNA","Saint Kitts and Nevis",119,"Saint Kitts and Nevis Exclusive Economic Zone",2672566.04752775,2670084.5241254,-0.0928517147272805
"RCP 6.0","Saint Lucia","LCA","Saint Lucia",122,"Saint Lucia Exclusive Economic Zone",4212920.35543658,4034579.30929511,-4.23319291833564
"RCP 6.0","Saint Vincent and the Grenadines","VCT","Saint Vincent and the Grenadines",127,"Saint Vincent and the Grenadines Exclusive Economic Zone",5597350.8649153,5370843.65234936,-4.04668597757038
"RCP 6.0","Samoa","WSM","Samoa",152,"Samoan Exclusive Economic Zone",6030794.83281703,5810500.80560964,-3.65281912773159
"RCP 6.0","Sao Tome and Principe","STP","Sao Tome and Principe",103,"Sao Tome and Principe Exclusive Economic Zone",43054567.7866293,5654156.39592286,-86.8674645070325
"RCP 6.0","Saudi Arabia","SAU","Saudi Arabia",50,"Saudi Arabian Exclusive Economic Zone",55320190.1669021,33063889.3173759,-40.2317865907158
"RCP 6.0","Senegal","SEN","Senegal",66,"Senegalese Exclusive Economic Zone",95876676.1862001,13856659.160151,-85.5474139161435
"RCP 6.0","Seychelles","SYC","Seychelles",31,"Seychellois Exclusive Economic Zone",165172236.211149,179300994.160297,8.5539545103006
"RCP 6.0","Sierra Leone","SLE","Sierra Leone",96,"Sierra Leonian Exclusive Economic Zone",89918586.8759104,10006273.0121247,-88.8718524614565
"RCP 6.0","Singapore","SGP","Singapore",208,"Singaporean Exclusive Economic Zone",504226.039886955,186434.504755,-63.025609546703
"RCP 6.0","Slovenia","SVN","Slovenia",188,"Slovenian Exclusive Economic Zone",330346.26949604,329744.241050615,-0.182241635827759
"RCP 6.0","Solomon Islands","SLB","Solomon Islands",7,"Solomon Islands Exclusive Economic Zone",191915871.252843,198074405.724063,3.20897611594946
"RCP 6.0","Somalia","SOM","Somalia",44,"Somali Exclusive Economic Zone",188307222.096173,190993575.926978,1.42658035146052
"RCP 6.0","South Africa","ZAF","Prince Edward Islands",90,"South African Exclusive Economic Zone (Prince Edward Islands)",4753127.78980327,6049057.42917155,27.2647758839644
"RCP 6.0","South Africa","ZAF","South Africa",102,"South African Exclusive Economic Zone",549370321.151081,612354536.525719,11.4648012369268
"RCP 6.0","South Korea","KOR","South Korea",20,"South Korean Exclusive Economic Zone",554940498.349507,524458133.118059,-5.49290695526948
"RCP 6.0","Spain","ESP","Canary Islands",58,"Spanish Exclusive Economic Zone (Canary Islands)",180631778.911092,243161072.459263,34.6169948195816
"RCP 6.0","Spain","ESP","Spain",182,"Spanish Exclusive Economic Zone",533821890.759936,528851620.743097,-0.931072723481621
"RCP 6.0","Sri Lanka","LKA","Sri Lanka",40,"Sri Lankan Exclusive Economic Zone",134171304.620529,135571437.128816,1.04354095106025
"RCP 6.0","Sudan","SDN","Sudan",49,"Sudanese Exclusive Economic Zone",19587892.0470137,6733140.51313993,-65.6260076532001
"RCP 6.0","Suriname","SUR","Suriname",168,"Surinamese Exclusive Economic Zone",25629514.5972213,25596953.7776617,-0.127044230338703
"RCP 6.0","Sweden","SWE","Sweden",222,"Swedish Exclusive Economic Zone",174174732.039393,188228034.793341,8.06850832460004
"RCP 6.0","Syria","SYR","Syria",77,"Syrian Exclusive Economic Zone",12150068.5521202,10369628.5780778,-14.6537442682307
"RCP 6.0","Taiwan","TWN","Taiwan",14,"Taiwanese Exclusive Economic Zone",272164570.93554,148312016.347394,-45.5064941635917
"RCP 6.0","Tanzania","TZA","Tanzania",202,"Tanzanian Exclusive Economic Zone",35483436.3298099,35575686.0220841,0.259979589960573
"RCP 6.0","Thailand","THA","Thailand",25,"Thailand Exclusive Economic Zone",173457731.667753,162615160.285118,-6.25084352158084
"RCP 6.0","Togo","TGO","Togo",98,"Togolese Exclusive Economic Zone",10030123.7269937,1007706.55418327,-89.9531991667135
"RCP 6.0","Tonga","TON","Tonga",155,"Tongan Exclusive Economic Zone",46715562.5986313,50854512.3940018,8.85989500101153
"RCP 6.0","Trinidad and Tobago","TTO","Trinidad and Tobago",126,"Trinidad and Tobago Exclusive Economic Zone",13945079.0299142,13722861.7856155,-1.59351728177364
"RCP 6.0","Tunisia","TUN","Tunisia",61,"Tunisian Exclusive Economic Zone",165926608.507759,140075128.903109,-15.5800687045566
"RCP 6.0","Turkey","TUR","Turkey",76,"Turkish Exclusive Economic Zone",245552794.61985,248597374.794062,1.23988821993475
"RCP 6.0","Tuvalu","TUV","Tuvalu",19,"Tuvaluan Exclusive Economic Zone",49314761.5158818,51212294.4645119,3.84779909767798
"RCP 6.0","Ukraine","UKR","Ukraine",75,"Ukrainian Exclusive Economic Zone",102885723.875858,119674163.93817,16.3175603279704
"RCP 6.0","United Arab Emirates","ARE","United Arab Emirates",54,"United Arab Emirates Exclusive Economic Zone",25349334.9551454,42532.4753794041,-99.8322146302668
"RCP 6.0","United Kingdom","GBR","Anguilla",118,"Anguilla Exclusive Economic Zone",6710285.21776841,6925584.80718649,3.20850131448929
"RCP 6.0","United Kingdom","GBR","Ascension",85,"Ascension Exclusive Economic Zone",12123418.3325293,10410499.5266292,-14.1290084934548
"RCP 6.0","United Kingdom","GBR","Bermuda",108,"Bermudian Exclusive Economic Zone",24117537.644635,21657817.7418599,-10.1988848903996
"RCP 6.0","United Kingdom","GBR","British Indian Ocean Territory",38,"British Indian Ocean Territory Exclusive Economic Zone",57413496.4872012,57988794.1638956,1.00202515417729
"RCP 6.0","United Kingdom","GBR","British Virgin Islands",117,"British Virgin Islands Exclusive Economic Zone",4763962.97794517,4758525.71254397,-0.114133242142606
"RCP 6.0","United Kingdom","GBR","Cayman Islands",113,"Cayman Islands Exclusive Economic Zone",11745336.869266,7401872.20417448,-36.9803328200577
"RCP 6.0","United Kingdom","GBR","Falkland Islands",95,"Falkland Islands Exclusive Economic Zone",375494200.978141,513060580.299907,36.6360862467152
"RCP 6.0","United Kingdom","GBR","Gibraltar",60,"Gibraltarian Exclusive Economic Zone",727232.163364093,719353.114009348,-1.08342971497542
"RCP 6.0","United Kingdom","GBR","Guernsey",228,"Guernsey Exclusive Economic Zone",20672696.0456435,19487196.3117823,-5.73461599417783
"RCP 6.0","United Kingdom","GBR","Jersey",227,"Jersey Exclusive Economic Zone",6864965.88115923,6655709.10812683,-3.04818372960463
"RCP 6.0","United Kingdom","GBR","Montserrat",121,"Montserrat Exclusive Economic Zone",2205810.06037048,2201259.88764673,-0.206281257189957
"RCP 6.0","United Kingdom","GBR","Pitcairn",146,"Pitcairn Exclusive Economic Zone",17223746.2203051,17249100.8047651,0.147207141441004
"RCP 6.0","United Kingdom","GBR","Saint Helena",86,"St. Helena Exclusive Economic Zone",18847531.6639244,18970788.1294181,0.653966087928863
"RCP 6.0","United Kingdom","GBR","South Georgia and the South Sandwich Islands",89,"South Georgian Exclusive Economic Zone",10168521.4955016,10336909.9542419,1.65597780183403
"RCP 6.0","United Kingdom","GBR","Tristan da Cunha",88,"Tristan Da Cunha Exclusive Economic Zone",22590719.0791444,23178875.6223932,2.60353174765377
"RCP 6.0","United Kingdom","GBR","Turks and Caicos Islands",111,"Turks and Caicos Exclusive Economic Zone",15461216.4493162,15732602.2397079,1.75526803651818
"RCP 6.0","United Kingdom","GBR","United Kingdom",180,"United Kingdom Exclusive Economic Zone",1560842491.71677,1631208959.48591,4.50823629818968
"RCP 6.0","United States","USA","Alaska",170,"United States Exclusive Exclusive Economic Zone (Alaska)",2870297831.14802,3014185133.50855,5.01297463974244
"RCP 6.0","United States","USA","American Samoa",151,"American Samoa Exclusive Economic Zone",13143855.4592237,13030682.2192494,-0.861035335677544
"RCP 6.0","United States","USA","Hawaii",160,"United States Exclusive Exclusive Economic Zone (Hawaii)",118779903.821431,120571761.080962,1.50855254288214
"RCP 6.0","United States","USA","Howland Island and Baker Island",158,"Howland and Baker Island Exclusive Economic Zone",10129664.8169007,10130967.9862435,0.0128648811815933
"RCP 6.0","United States","USA","Jarvis Island",149,"Jarvis Island Exclusive Economic Zone",7494277.40982723,7483444.99178485,-0.144542528251943
"RCP 6.0","United States","USA","Johnston Atoll",159,"Johnston Atoll Exclusive Economic Zone",9724983.91818096,9740049.45901128,0.154915843121848
"RCP 6.0","United States","USA","Northern Mariana Islands and Guam",13,"Northern Mariana Islands and Guam Exclusive Economic Zone",64535575.8269079,65465079.4709462,1.44029650642835
"RCP 6.0","United States","USA","Palmyra Atoll",150,"Palmyra Atoll Exclusive Economic Zone",10140069.3438826,9855108.35854324,-2.81024690931982
"RCP 6.0","United States","USA","Puerto Rico of the United States",255,"Puerto Rican Exclusive Economic Zone",19088557.2119938,18308487.96387,-4.08658045477438
"RCP 6.0","United States","USA","United States",163,"United States Exclusive Economic Zone",1610820454.07874,1191475364.29855,-26.0330124762426
"RCP 6.0","United States","USA","Virgin Islands of the United States",256,"Virgin Islander Exclusive Economic Zone",6527510.0166134,6376450.89972936,-2.31419203493485
"RCP 6.0","United States","USA","Wake Island",12,"Wake Island Exclusive Economic Zone",11708788.352133,11760774.8887372,0.443995869092526
"RCP 6.0","Uruguay","URY","Uruguay",173,"Uruguayan Exclusive Economic Zone",105009929.517963,89722869.5238216,-14.5577280780159
"RCP 6.0","Vanuatu","VUT","Vanuatu",6,"Vanuatu Exclusive Economic Zone",79963375.4621724,83703304.5762791,4.67705257874697
"RCP 6.0","Venezuela","VEN","Venezuela",139,"Venezuelan Exclusive Economic Zone",73737760.2012232,73212927.8737633,-0.711755179473387
"RCP 6.0","Vietnam","VNM","Vietnam",207,"Vietnamese Exclusive Economic Zone",355717297.717396,358901044.320007,0.895021586816531
"RCP 6.0","Yemen","YEM","Yemen",47,"Yemeni Exclusive Economic Zone",159703996.486667,160532836.43265,0.51898510007079
"RCP 8.5","Albania","ALB","Albania",82,"Albanian Exclusive Economic Zone",18355037.0987899,9049855.0899813,-50.6955227533811
"RCP 8.5","Algeria","DZA","Algeria",84,"Algerian Exclusive Economic Zone",124462760.867266,96453985.750633,-22.5037392079891
"RCP 8.5","Angola","AGO","Angola",200,"Angolan Exclusive Economic Zone",257833883.783499,38206170.8818181,-85.1818658117489
"RCP 8.5","Antarctica","ATA","Antarctica",213,"Antarctic 200NM zone beyond the coastline",17006823.4569992,22124418.2267238,30.0914205563675
"RCP 8.5","Antigua and Barbuda","ATG","Antigua and Barbuda",120,"Antigua and Barbuda Exclusive Economic Zone",7599723.50421358,6643884.82507046,-12.5772822999832
"RCP 8.5","Argentina","ARG","Argentina",172,"Argentinean Exclusive Economic Zone",1516214520.68647,1513702108.40237,-0.165702956265269
"RCP 8.5","Australia","AUS","Australia",0,"Australian Exclusive Economic Zone",2066117165.63073,1460877396.41972,-29.2935840851137
"RCP 8.5","Australia","AUS","Christmas Island",2,"Christmas Island Exclusive Economic Zone",20410529.972294,20317023.3421127,-0.458129359248612
"RCP 8.5","Australia","AUS","Cocos Islands",1,"Cocos Islands Exclusive Economic Zone",23239649.1589675,23434360.9868878,0.837843233296782
"RCP 8.5","Australia","AUS","Macquarie Island",4,"Australian Exclusive Economic Zone (Macquarie Island)",3599769.8515543,5142522.09508403,42.8569688382607
"RCP 8.5","Australia","AUS","Norfolk Island",3,"Norfolk Island Exclusive Economic Zone",43415843.9921887,51068790.7918577,17.6270828710503
"RCP 8.5","Australia - Papua New Guinea","Joint","Australia - Papua New Guinea",239,"Protected Zone established under the Torres Strait Treaty",2522954.75006561,403478.88980033,-84.0076842523696
"RCP 8.5","Australia/Indonesia","Joint","Australia/Indonesia",2551,"Area of overlap between Australian Seabed Jurisdiction and Indonesian Exclusive Economic Zone Jurisdiction",25711146.2830062,1808886.40628541,-92.9645828063255
"RCP 8.5","Bahamas","BHS","Bahamas",110,"Bahamas Exclusive Economic Zone",111028524.519175,49947514.1533053,-55.0137999495084
"RCP 8.5","Bahrain","BHR","Bahrain",52,"Bahraini Exclusive Economic Zone",2400359.63825011,82.2159507792406,-99.9965748486406
"RCP 8.5","Bangladesh","BGD","Bangladesh",204,"Bangladeshi Exclusive Economic Zone",51683099.3616577,41210254.4371698,-20.2635775598578
"RCP 8.5","Barbados","BRB","Barbados",124,"Barbados Exclusive Economic Zone",9543189.07369419,6679917.72962839,-30.0032968220069
"RCP 8.5","Belgium","BEL","Belgium",59,"Belgian Exclusive Economic Zone",9139203.97314434,7578463.02628877,-17.0774276560828
"RCP 8.5","Belize","BLZ","Belize",164,"Belizean Exclusive Economic Zone",8783310.41636306,4141274.90687497,-52.8506370541124
"RCP 8.5","Benin","BEN","Benin",99,"Beninese Exclusive Economic Zone",12713599.8985527,1330811.28686674,-89.5323803054535
"RCP 8.5","Brazil","BRA","Brazil",171,"Brazilian Exclusive Economic Zone",673497692.197183,301661031.909867,-55.2097898174313
"RCP 8.5","Brazil","BRA","Trindade",87,"Brazilian Exclusive Economic Zone (Trindade)",14369180.8194713,14665435.0891331,2.06173388298064
"RCP 8.5","Brunei","BRN","Brunei",247,"Bruneian Exclusive Economic Zone",12825116.3614504,635972.551904776,-95.0411946840781
"RCP 8.5","Bulgaria","BGR","Bulgaria",71,"Bulgarian Exclusive Economic Zone",34846497.5379035,31240900.9247617,-10.3470846940065
"RCP 8.5","Cambodia","KHM","Cambodia",24,"Cambodian Exclusive Economic Zone",31608491.2342645,216089.77800945,-99.31635529071
"RCP 8.5","Cameroon","CMR","Cameroon",197,"Cameroonian Exclusive Economic Zone",27683985.6397406,1627947.42621284,-94.1195337716261
"RCP 8.5","Canada","CAN","Canada",218,"Canadian Exclusive Economic Zone",2139233309.05922,2422273147.44534,13.2309008646933
"RCP 8.5","Cape Verde","CPV","Cape Verde",56,"Cape Verdean Exclusive Economic Zone",156758069.318644,135710123.1218,-13.4270256633873
"RCP 8.5","Chile","CHL","Chile",224,"Chilean Exclusive Economic Zone",3530848605.76128,3106283677.44939,-12.0244444244686
"RCP 8.5","Chile","CHL","Easter Island",225,"Chilean Exclusive Economic Zone (Easter Island)",22591378.5965313,22655022.6950665,0.281718524893289
"RCP 8.5","China","CHN","China",209,"Chinese Exclusive Economic Zone",1109187600.33209,603419608.170849,-45.5980568129157
"RCP 8.5","Colombia","COL","Colombia",132,"Colombian Exclusive Economic Zone",130469517.796548,83051885.7109263,-36.3438394549474
"RCP 8.5","Colombia","COL","Quita Sueño Bank",258,"Colombian Exclusive Economic Zone (Quitasueño)",1377766.90760128,679220.555506169,-50.7013449257026
"RCP 8.5","Colombia","COL","Serrana Bank",259,"Colombian Exclusive Economic Zone (Serrara)",1122996.22527376,549885.108969574,-51.034108878191
"RCP 8.5","Comoro Islands","COM","Comoro Islands",28,"Comoran Exclusive Economic Zone",14027554.0833866,13639967.6284372,-2.76303661098234
"RCP 8.5","Costa Rica","CRI","Costa Rica",130,"Costa Rican Exclusive Economic Zone",135221840.32392,35409345.1765184,-73.8138860618252
"RCP 8.5","Croatia","HRV","Croatia",187,"Croatian Exclusive Economic Zone",97086570.0251689,87733638.8356363,-9.63359936097025
"RCP 8.5","Cuba","CUB","Cuba",112,"Cuban Exclusive Economic Zone",130134076.527812,34409034.8936389,-73.5587819795339
"RCP 8.5","Cyprus","CYP","Cyprus",81,"Cypriote Exclusive Economic Zone",59741191.1405825,45678745.6111252,-23.5389440032517
"RCP 8.5","Democratic Republic of the Congo","COD","Democratic Republic of the Congo",199,"Democratic Republic of the Congo Exclusive Economic Zone",10572740.9685922,1050870.96821801,-90.0605626172081
"RCP 8.5","Denmark","DNK","Denmark",175,"Danish Exclusive Economic Zone",238150758.024725,237032908.885514,-0.469387185026428
"RCP 8.5","Denmark","DNK","Faeroe Islands",141,"Faeroe Islands Exclusive Economic Zone",251993236.388087,344422100.139353,36.6791049934842
"RCP 8.5","Denmark","DNK","Greenland",145,"Greenlandic Exclusive Economic Zone",598591261.882114,725148641.952695,21.1425371751426
"RCP 8.5","Disputed","Disputed","Conflict Zone",217,"Conflict Zone",94295437.5613421,42319004.7217564,-55.1208353063461
"RCP 8.5","Disputed","Disputed","Japan - South Korea Conflict Zone",226,"Japan - South Korea Conflict Zone",114064216.518543,70721601.7170178,-37.998432921756
"RCP 8.5","Disputed","Disputed","Kenya/Somalia",254,"Disputed Kenya/Somalia",3496335.41687262,3494419.105806,-0.0548091312227439
"RCP 8.5","Disputed","Disputed","Paracel Islands",22,"Paracel Islands Exclusive Economic Zone",106143939.191105,74909572.6496746,-29.4264248900681
"RCP 8.5","Disputed","Disputed","Southern Kuriles",27,"Russia-Japan conflict zone",143886470.676052,152805469.129118,6.19863591841586
"RCP 8.5","Disputed","Disputed","Spratly Islands",23,"Spratly Islands Exclusive Economic Zone",178085878.943723,123663847.801217,-30.5594309134997
"RCP 8.5","Disputed","Disputed","Sudan/Egypt",2114,"Disputed Sudan-Egypt",5652735.10935206,957.228937527424,-99.9830660924489
"RCP 8.5","Disputed","Disputed","Trinidad and Tobago/Venezuela/Guyana",260,"Disputed Trinidad and Tobago/Venezuela/Guyana",86199.5613261124,80640.4563607623,-6.44911050570053
"RCP 8.5","Disputed","Disputed","Western Sahara/Mauritania",257,"Disputed Western Sahara/Mauritania",17749862.9043655,26326295.5077504,48.3183033558844
"RCP 8.5","Djibouti","DJI","Djibouti",46,"Djiboutian Exclusive Economic Zone",4984009.58495596,10299.8312205405,-99.7933424676463
"RCP 8.5","Dominica","DMA","Dominica",123,"Dominican Exclusive Economic Zone",4242865.39813595,2935986.98379317,-30.8017882188047
"RCP 8.5","Dominican Republic","DOM","Dominican Republic",115,"Dominican Republic Exclusive Economic Zone",29246302.413489,18460900.1573468,-36.8778319517335
"RCP 8.5","East Timor","TLS","East Timor",231,"East Timor Exclusive Economic Zone",23852748.1447695,2325500.83555507,-90.2505957743699
"RCP 8.5","East Timor","TLS","Oecussi Ambeno",237,"Oecussi Ambeno Exclusive Economic Zone",1351127.32277356,252627.322294649,-81.3024784536174
"RCP 8.5","Ecuador","ECU","Ecuador",137,"Ecuadorean Exclusive Economic Zone",117808147.107926,109294226.418597,-7.2269370992902
"RCP 8.5","Ecuador","ECU","Galapagos Islands",109,"Ecuadorean Exclusive Economic Zone (Galapagos)",230071880.314952,170400676.310265,-25.9358961742743
"RCP 8.5","Egypt","EGY","Egypt",214,"Egyptian Exclusive Economic Zone",158138999.723742,90972008.9628331,-42.4733878918199
"RCP 8.5","El Salvador","SLV","El Salvador",134,"El Salvador Exclusive Economic Zone",33669162.3505419,11515353.0149442,-65.7985164731643
"RCP 8.5","Equatorial Guinea","GNQ","Equatorial Guinea",104,"Equatorial Guinean Exclusive Economic Zone",106507919.804715,6648176.56360724,-93.7580448704689
"RCP 8.5","Eritrea","ERI","Eritrea",45,"Eritrean Exclusive Economic Zone",34997601.6422557,297.299021275981,-99.9991505160145
"RCP 8.5","Estonia","EST","Estonia",70,"Estonian Exclusive Economic Zone",31050685.7038822,25342049.3787449,-18.3848961648649
"RCP 8.5","Fiji","FJI","Fiji",18,"Fijian Exclusive Economic Zone",135196290.58072,168001904.532909,24.2651731133124
"RCP 8.5","Finland","FIN","Finland",174,"Finnish Exclusive Economic Zone",41704974.5703485,62148304.7097479,49.0189248405256
"RCP 8.5","France","FRA","Amsterdam Island and Saint Paul Island",92,"Amsterdam Island & St. Paul Island Exclusive Economic Zone",15640881.614587,15940038.0226212,1.91265694227384
"RCP 8.5","France","FRA","Bassas da India",34,"Bassas da India Exclusive Economic Zone",5649361.71921929,5444726.17585771,-3.62227723293767
"RCP 8.5","France","FRA","Clipperton Island",107,"Clipperton Island Exclusive Economic Zone",10377487.9571633,10242265.4270473,-1.3030372155009
"RCP 8.5","France","FRA","Crozet Islands",91,"Crozet Islands Exclusive Economic Zone",4928950.59713696,7839493.39239197,59.0499486228496
"RCP 8.5","France","FRA","France",179,"French Exclusive Economic Zone",538657248.536196,525120779.705651,-2.5130022602186
"RCP 8.5","France","FRA","French Guiana",169,"French Guiana Exclusive Economic Zone",24543501.778177,20835042.1499146,-15.1097413147451
"RCP 8.5","France","FRA","French Polynesia",147,"French Polynesian Exclusive Economic Zone",194559147.640517,207801431.107121,6.80630215911035
"RCP 8.5","France","FRA","Glorioso Islands",30,"Glorioso Exclusive Economic Zone",10889144.7256859,12722388.8568665,16.8355199362558
"RCP 8.5","France","FRA","Guadeloupe",252,"Guadeloupean Exclusive Economic Zone",9513132.17010066,7794058.61579609,-18.0705315932385
"RCP 8.5","France","FRA","Ile Europa",35,"Ile Europa Exclusive Economic Zone",5716031.03045186,5641628.16116164,-1.30165264838214
"RCP 8.5","France","FRA","Ile Tromelin",36,"Ile Tromelin Exclusive Economic Zone",8894093.45550747,8881918.8817759,-0.136883807129651
"RCP 8.5","France","FRA","Juan de Nova Island",33,"Juan de Nova Exclusive Economic Zone",13595280.2113756,10439900.1673677,-23.2093785118725
"RCP 8.5","France","FRA","Kerguelen Islands",93,"Kerguelen Islands Exclusive Economic Zone",11299509.6906513,14570834.9215792,28.9510369961847
"RCP 8.5","France","FRA","Martinique",251,"Martinique Exclusive Economic Zone",6934023.73804374,4385914.7723579,-36.7479123514615
"RCP 8.5","France","FRA","Mayotte",29,"Mayotte Exclusive Economic Zone",13696166.5482599,13769647.4791741,0.536507282204002
"RCP 8.5","France","FRA","New Caledonia",5,"New Caledonian Exclusive Economic Zone",202252929.215065,229429778.934495,13.4370611218841
"RCP 8.5","France","FRA","Northern Saint-Martin",221,"Saint-Martin Exclusive Economic Zone",1617563.36740188,1278274.02805749,-20.9753352593137
"RCP 8.5","France","FRA","Réunion",32,"Réunion Exclusive Economic Zone",12638168.7856757,12490918.0506017,-1.16512714437623
