"rcp","sovereign","sovereign_iso3","country","eez_id","eez","msy_avg1","msy_avg2","msy_perc"
"RCP 8.5","France","FRA","Saint Pierre and Miquelon",219,"Saint-Pierre and Miquelon Exclusive Economic Zone",11484286.4416715,13167815.4918992,14.6594136151019
"RCP 8.5","France","FRA","Wallis and Futuna",161,"Wallis and Futuna Exclusive Economic Zone",18688030.9210228,19629138.9910912,5.03588673437908
"RCP 8.5","Gabon","GAB","Gabon",198,"Gabonese Exclusive Economic Zone",190093789.58596,6955800.72184618,-96.3408585114766
"RCP 8.5","Gambia","GMB","Gambia",65,"Gambian Exclusive Economic Zone",12178155.7381724,1440233.35461758,-88.1736333022645
"RCP 8.5","Georgia","GEO","Georgia",74,"Georgian Exclusive Economic Zone",17016491.3427665,16283156.226106,-4.30955537124965
"RCP 8.5","Germany","DEU","Germany",176,"German Exclusive Economic Zone",134455851.990835,117815434.792792,-12.3761197089263
"RCP 8.5","Ghana","GHA","Ghana",106,"Ghanaian Exclusive Economic Zone",106002404.683704,10934046.5130933,-89.6850957808751
"RCP 8.5","Greece","GRC","Greece",80,"Greek Exclusive Economic Zone",479186838.76267,406027541.678001,-15.2673844869314
"RCP 8.5","Grenada","GRD","Grenada",125,"Grenadian Exclusive Economic Zone",5075569.24314439,3657575.85068588,-27.9376228464187
"RCP 8.5","Guatemala","GTM","Guatemala",136,"Guatemalan Exclusive Economic Zone",33234735.0353343,3956203.65996847,-88.0961781227913
"RCP 8.5","Guinea","GIN","Guinea",194,"Guinean Exclusive Economic Zone",125874250.441988,9468742.92863861,-92.4776172287894
"RCP 8.5","Guinea Bissau","GNB","Guinea Bissau",193,"Guinea Bissau Exclusive Economic Zone",99392979.6480671,8680091.75862428,-91.2668965259328
"RCP 8.5","Guyana","GUY","Guyana",167,"Guyanese Exclusive Economic Zone",24698102.3922565,13806741.112558,-44.0979679601347
"RCP 8.5","Haiti","HTI","Haiti",114,"Haitian Exclusive Economic Zone",17015959.7731329,9087244.79264419,-46.5957553155928
"RCP 8.5","High Seas","ABNJ","FAO Antarctica",9213,"Antarctica",27250134.8679273,40812152.0962156,49.7686242435828
"RCP 8.5","High Seas","ABNJ","FAO Atlantic, Eastern Central",9264,"Atlantic, Eastern Central",217090470.224756,196961887.097507,-9.27197914602573
"RCP 8.5","High Seas","ABNJ","FAO Atlantic, Northeast",9262,"Atlantic, Northeast",562436775.161293,650323659.645792,15.6260913876579
"RCP 8.5","High Seas","ABNJ","FAO Atlantic, Northwest",9261,"Atlantic, Northwest",352187904.582166,319519754.319249,-9.27577291493728
"RCP 8.5","High Seas","ABNJ","FAO Atlantic, Southeast",9267,"Atlantic, Southeast",295757425.515564,321742187.962154,8.78583602805356
"RCP 8.5","High Seas","ABNJ","FAO Atlantic, Southwest",9266,"Atlantic, Southwest",353865258.972707,370016618.550837,4.56426822599624
"RCP 8.5","High Seas","ABNJ","FAO Atlantic, Western-Central",9263,"Atlantic, Western-Central",146628487.608591,143433209.653645,-2.17916586814624
"RCP 8.5","High Seas","ABNJ","FAO Indian Ocean, Eastern",9270,"Indian Ocean, Eastern",352540144.16811,446963459.983537,26.7837060197036
"RCP 8.5","High Seas","ABNJ","FAO Indian Ocean, Western",9269,"Indian Ocean, Western",417227574.185963,379788404.973126,-8.97332092345122
"RCP 8.5","High Seas","ABNJ","FAO Pacific, Eastern Central",9275,"Pacific, Eastern Central",678065416.372422,677065551.974354,-0.147458397659877
"RCP 8.5","High Seas","ABNJ","FAO Pacific, Northeast",9273,"Pacific, Northeast",400214458.96054,435786297.874159,8.88819434610345
"RCP 8.5","High Seas","ABNJ","FAO Pacific, Northwest",9272,"Pacific, Northwest",497119812.488008,507761407.894819,2.14065002832042
"RCP 8.5","High Seas","ABNJ","FAO Pacific, Southeast",9277,"Pacific, Southeast",715251173.952874,854459561.298882,19.4628673696073
"RCP 8.5","High Seas","ABNJ","FAO Pacific, Southwest",9276,"Pacific, Southwest",440979089.117576,517831743.499898,17.4277321258266
"RCP 8.5","High Seas","ABNJ","FAO Pacific, Western Central",9274,"Pacific, Western Central",127905781.998153,123550069.320811,-3.40540717495028
"RCP 8.5","Honduras","HND","Honduras",133,"Honduran Exclusive Economic Zone",44053189.2807593,21087619.5182671,-52.1314577614989
"RCP 8.5","Iceland","ISL","Iceland",143,"Icelandic Exclusive Economic Zone",550932563.832119,608667985.973946,10.4795806115065
"RCP 8.5","India","IND","Andaman and Nicobar",26,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)",143292388.477708,21331214.999912,-85.1135044739445
"RCP 8.5","India","IND","India",203,"Indian Exclusive Economic Zone",869615534.764217,543625459.172353,-37.4866895265678
"RCP 8.5","Indonesia","IDN","Indonesia",216,"Indonesian Exclusive Economic Zone",2525900839.2047,611225653.320998,-75.8016766203123
"RCP 8.5","Iran","IRN","Iran",191,"Iranian Exclusive Economic Zone",72871850.0536875,5114036.81813782,-92.9821504265775
"RCP 8.5","Iraq","IRQ","Iraq",192,"Iraqi Exclusive Economic Zone",303281.940879644,302537.735130139,-0.245384129152619
"RCP 8.5","Ireland","IRL","Ireland",181,"Irish Exclusive Economic Zone",632126784.189803,659385757.339786,4.31226358884964
"RCP 8.5","Israel","ISR","Israel",79,"Israeli Exclusive Economic Zone",30731635.7234869,19786821.482359,-35.6141610541194
"RCP 8.5","Italy","ITA","Italy",184,"Italian Exclusive Economic Zone",662755056.389545,553229764.030852,-16.5257573371599
"RCP 8.5","Ivory Coast","CIV","Ivory Coast",195,"Ivory Coast Exclusive Economic Zone",85642683.2775483,9019188.21411385,-89.4688164021149
"RCP 8.5","Jamaica","JAM","Jamaica",166,"Jamaican Exclusive Economic Zone",35135034.7685853,18871916.4285153,-46.2874690382009
"RCP 8.5","Japan","JPN","Japan",210,"Japanese Exclusive Economic Zone",2413337729.96587,1605475190.97987,-33.474906100168
"RCP 8.5","Joint Development","Joint","Australia - East Timor",238,"Joint Development Area Australia - East Timor",20407734.8109651,80523.5323336043,-99.6054264077837
"RCP 8.5","Joint Regime","Joint","Colombia - Jamaica",165,"Colombia - Jamaica (Joint Regime)",4549828.10737314,2354091.63356958,-48.2597676656245
"RCP 8.5","Joint Regime","Joint","Japan - Korea",211,"Joint Japan - Korea",136630548.643778,47212176.3220223,-65.4453730950657
"RCP 8.5","Joint Regime","Joint","Nigeria - Sao Tome and Principe",201,"Nigeria - Sao Tome and Principe Joint",688773.427905455,297141.383131584,-56.8593428414937
"RCP 8.5","Kenya","KEN","Kenya",43,"Kenyan Exclusive Economic Zone",19414352.8904341,19389082.3195809,-0.130164373727885
"RCP 8.5","Kiribati","KIR","Kiribati",212,"Kiribati Exclusive Economic Zone",76227297.2006187,75978546.8678423,-0.326327105789596
"RCP 8.5","Kiribati","KIR","Line Group",148,"Kiribati Exclusive Economic Zone (Line Group)",45238521.8735144,44190371.1146395,-2.31694298457736
"RCP 8.5","Kiribati","KIR","Phoenix Group",157,"Kiribati Exclusive Economic Zone (Phoenix Group)",24131574.6576752,23130007.5038595,-4.15044259657191
"RCP 8.5","Kuwait","KWT","Kuwait",51,"Kuwaiti Exclusive Economic Zone",6222624.28279964,3891136.29787337,-37.4679215547512
"RCP 8.5","Latvia","LVA","Latvia",69,"Latvian Exclusive Economic Zone",31413618.3563574,27322577.9093272,-13.0231430223074
"RCP 8.5","Lebanon","LBN","Lebanon",78,"Lebanese Exclusive Economic Zone",22789413.3195286,17706841.5537098,-22.302337030605
"RCP 8.5","Liberia","LBR","Liberia",97,"Liberian Exclusive Economic Zone",101124989.772316,10245976.6236036,-89.8680072584704
"RCP 8.5","Libya","LBY","Libya",67,"Libyan Exclusive Economic Zone",350105857.777861,285877041.136777,-18.3455418451858
"RCP 8.5","Lithuania","LTU","Lithuania",189,"Lithuanian Exclusive Economic Zone",7627706.26238334,5240655.89389485,-31.2944715800139
"RCP 8.5","Madagascar","MDG","Madagascar",42,"Madagascan Exclusive Economic Zone",191514923.935276,173534557.208221,-9.38849378293462
"RCP 8.5","Malaysia","MYS","Malaysia",206,"Malaysian Exclusive Economic Zone",301553102.009053,56972542.7692252,-81.1069617955663
"RCP 8.5","Maldives","MDV","Maldives",39,"Maldives Exclusive Economic Zone",143289109.971219,34678007.1785103,-75.7985745145072
"RCP 8.5","Malta","MLT","Malta",68,"Maltese Exclusive Economic Zone",72869264.8061303,58774602.5615958,-19.3423966634404
"RCP 8.5","Marshall Islands","MHL","Marshall Islands",11,"Marshall Islands Exclusive Economic Zone",188458947.380265,176211974.67204,-6.49848302692387
"RCP 8.5","Mauritania","MRT","Mauritania",64,"Mauritanian Exclusive Economic Zone",95121581.5660754,77909700.5001963,-18.0946119508358
"RCP 8.5","Mauritius","MUS","Mauritius",37,"Mauritian Exclusive Economic Zone",127522969.455279,131375642.160314,3.0211598126138
"RCP 8.5","Mexico","MEX","Mexico",135,"Mexican Exclusive Economic Zone",1227730002.02163,452341868.036354,-63.1562422282172
"RCP 8.5","Micronesia","FSM","Micronesia",9,"Micronesian Exclusive Economic Zone",285894139.31784,253030739.254393,-11.4949540910004
"RCP 8.5","Monaco","MCO","Monaco",185,"Monégasque Exclusive Economic Zone",483077.642886427,436512.564734074,-9.63925340740722
"RCP 8.5","Montenegro","MNE","Montenegro",186,"Montenegrin Exclusive Economic Zone",11942617.1161753,8463042.63295723,-29.1357786100778
"RCP 8.5","Morocco","MAR","Morocco",62,"Moroccan Exclusive Economic Zone",311718908.0902,322113598.288372,3.33463576587556
"RCP 8.5","Morocco","MAR","Western Sahara",63,"Western Saharan Exclusive Economic Zone",248135167.781814,262669356.897151,5.85736767797356
"RCP 8.5","Mozambique","MOZ","Mozambique",41,"Mozambican Exclusive Economic Zone",106281470.224532,100050667.238817,-5.86254873267349
"RCP 8.5","Myanmar","MMR","Myanmar",205,"Myanmar Exclusive Economic Zone",242511669.981431,180173535.293565,-25.7052102658149
"RCP 8.5","Namibia","NAM","Namibia",101,"Namibian Exclusive Economic Zone",415202041.47441,414471518.456721,-0.175943985028156
"RCP 8.5","Nauru","NRU","Nauru",10,"Nauruan Exclusive Economic Zone",10004367.0485354,9978302.08208187,-0.260535887249113
"RCP 8.5","Netherlands","NLD","Aruba",250,"Aruban Exclusive Economic Zone",2678919.52840047,2551252.24873846,-4.76562577966801
"RCP 8.5","Netherlands","NLD","Bonaire",245,"Bonaire Exclusive Economic Zone",2770279.2450638,2611124.891214,-5.74506538044465
"RCP 8.5","Netherlands","NLD","Curaçao",244,"Curaçaoan Exclusive Economic Zone",4005719.31986191,3794923.23049803,-5.26237792844517
"RCP 8.5","Netherlands","NLD","Netherlands",177,"Dutch Exclusive Economic Zone",165922911.472806,145000469.897183,-12.6097362865119
"RCP 8.5","Netherlands","NLD","Saba",248,"Saba Exclusive Economic Zone",2629567.88281347,1578932.03447874,-39.9546957962771
"RCP 8.5","Netherlands","NLD","Sint-Eustasius",249,"Sint-Eustasius Exclusive Economic Zone",637347.871221831,408103.230020907,-35.9685270088765
"RCP 8.5","Netherlands","NLD","Sint-Maarten",220,"Sint-Maarten Exclusive Economic Zone",118177.459370178,68148.9030021537,-42.3334167400868
"RCP 8.5","New Zealand","NZL","Cook Islands",153,"Cook Islands Exclusive Economic Zone",58592627.2334596,58253688.2142986,-0.578467010551565
"RCP 8.5","New Zealand","NZL","New Zealand",162,"New Zealand Exclusive Economic Zone",773411558.889597,835319099.48408,8.00447573907031
"RCP 8.5","New Zealand","NZL","Niue",154,"Niue Exclusive Economic Zone",7727683.33781477,7800795.44275446,0.946106378116316
"RCP 8.5","New Zealand","NZL","Tokelau",156,"Tokelau Exclusive Economic Zone",8827529.43183692,7276882.26401533,-17.5660379248253
"RCP 8.5","Nicaragua","NIC","Nicaragua",131,"Nicaraguan Exclusive Economic Zone",66066046.2649916,29214348.2390745,-55.7800869119737
"RCP 8.5","Nigeria","NGA","Nigeria",196,"Nigerian Exclusive Economic Zone",178731389.592389,13998323.6149463,-92.1679545787281
"RCP 8.5","North Korea","PRK","North Korea",21,"North Korean Exclusive Economic Zone",127449131.171161,129378899.981321,1.51414826639208
"RCP 8.5","Norway","NOR","Bouvet Island",105,"Bouvet Island Exclusive Economic Zone",486027.675919943,569917.999069116,17.2604004474408
"RCP 8.5","Norway","NOR","Jan Mayen",144,"Fishieries Zone around Jan Mayen",69470126.4014777,71874548.2523997,3.46108748532637
"RCP 8.5","Norway","NOR","Norway",223,"Norwegian Exclusive Economic Zone",1033622557.0897,1225672291.6104,18.5802576775639
"RCP 8.5","Norway","NOR","Svalbard",253,"Fisheries Zone around Svalbard",178601082.16985,273044747.196783,52.8796712088883
"RCP 8.5","Oman","OMN","Oman",48,"Omani Exclusive Economic Zone",189208874.890724,152915435.756386,-19.1816790598743
"RCP 8.5","Pakistan","PAK","Pakistan",53,"Pakistani Exclusive Economic Zone",130209834.540139,95808297.3986962,-26.4200759204849
"RCP 8.5","Palau","PLW","Palau",8,"Palau Exclusive Economic Zone",61719991.4953919,26044299.8168991,-57.8024896214647
"RCP 8.5","Panama","PAN","Panama",129,"Panamanian Exclusive Economic Zone",105606744.603778,36582508.1681973,-65.3596857800609
"RCP 8.5","Papua New Guinea","PNG","Papua New Guinea",17,"Papua New Guinean Exclusive Economic Zone",526385536.547843,442844900.420991,-15.8706176987177
"RCP 8.5","Peru","PER","Peru",138,"Peruvian Exclusive Economic Zone",2247706731.19863,775184314.489823,-65.5122127931502
"RCP 8.5","Philippines","PHL","Philippines",15,"Philippines Exclusive Economic Zone",961464910.576023,429623811.174018,-55.315705602129
"RCP 8.5","Poland","POL","Poland",178,"Polish Exclusive Economic Zone",47182400.4571555,34363701.8362256,-27.1683901131102
"RCP 8.5","Portugal","PRT","Azores",55,"Portuguese Exclusive Economic Zone (Azores)",204019400.728716,257440537.698403,26.1843416748003
"RCP 8.5","Portugal","PRT","Madeira",57,"Portuguese Exclusive Economic Zone (Madeira)",61599245.107228,77559808.9187797,25.9103237121957
"RCP 8.5","Portugal","PRT","Portugal",183,"Portuguese Exclusive Economic Zone",190593563.643835,206639972.202086,8.41917651964226
"RCP 8.5","Qatar","QAT","Qatar",190,"Qatari Exclusive Economic Zone",10514044.8591588,6.41006758485956,-99.9999390332867
"RCP 8.5","République du Congo","COG","République du Congo",100,"Congolese Exclusive Economic Zone",28660868.1512877,2187533.50132182,-92.3675253318398
"RCP 8.5","Romania","ROU","Romania",72,"Romanian Exclusive Economic Zone",32206220.8069311,31794999.4277156,-1.27683835269163
"RCP 8.5","Russia","RUS","Russia",73,"Russian Exclusive Economic Zone",3733829116.03415,4082088313.0268,9.32713271470082
"RCP 8.5","Saint Kitts and Nevis","KNA","Saint Kitts and Nevis",119,"Saint Kitts and Nevis Exclusive Economic Zone",2673206.51459987,1983958.10865668,-25.7835824572032
"RCP 8.5","Saint Lucia","LCA","Saint Lucia",122,"Saint Lucia Exclusive Economic Zone",4214127.17411584,2100850.14610518,-50.1474431286959
"RCP 8.5","Saint Vincent and the Grenadines","VCT","Saint Vincent and the Grenadines",127,"Saint Vincent and the Grenadines Exclusive Economic Zone",5598444.79917977,2974711.56042994,-46.8653944598012
"RCP 8.5","Samoa","WSM","Samoa",152,"Samoan Exclusive Economic Zone",6031132.18017034,5795974.52774728,-3.89906315096587
"RCP 8.5","Sao Tome and Principe","STP","Sao Tome and Principe",103,"Sao Tome and Principe Exclusive Economic Zone",36812029.3833532,1397658.69537835,-96.2032555151377
"RCP 8.5","Saudi Arabia","SAU","Saudi Arabia",50,"Saudi Arabian Exclusive Economic Zone",57590836.3809626,7175702.77017778,-87.5402004535746
"RCP 8.5","Senegal","SEN","Senegal",66,"Senegalese Exclusive Economic Zone",95306216.2283307,8879736.59176851,-90.6829407952837
"RCP 8.5","Seychelles","SYC","Seychelles",31,"Seychellois Exclusive Economic Zone",169764875.013528,120659483.502986,-28.9255309772588
"RCP 8.5","Sierra Leone","SLE","Sierra Leone",96,"Sierra Leonian Exclusive Economic Zone",90012680.1897518,9928615.51970544,-88.9697590397538
"RCP 8.5","Singapore","SGP","Singapore",208,"Singaporean Exclusive Economic Zone",504099.796353117,109.69955949019,-99.9782385233472
"RCP 8.5","Slovenia","SVN","Slovenia",188,"Slovenian Exclusive Economic Zone",330381.930932505,307305.336832872,-6.98482330268455
"RCP 8.5","Solomon Islands","SLB","Solomon Islands",7,"Solomon Islands Exclusive Economic Zone",193313637.684097,127403572.043163,-34.0948866466632
"RCP 8.5","Somalia","SOM","Somalia",44,"Somali Exclusive Economic Zone",187330627.3832,179003151.17784,-4.44533620672982
"RCP 8.5","South Africa","ZAF","Prince Edward Islands",90,"South African Exclusive Economic Zone (Prince Edward Islands)",4753029.01794106,8138477.02604249,71.2271689342213
"RCP 8.5","South Africa","ZAF","South Africa",102,"South African Exclusive Economic Zone",565583073.85954,591066139.905205,4.50562741769638
"RCP 8.5","South Korea","KOR","South Korea",20,"South Korean Exclusive Economic Zone",548452753.05799,405577699.349311,-26.0505673300127
"RCP 8.5","Spain","ESP","Canary Islands",58,"Spanish Exclusive Economic Zone (Canary Islands)",192983161.028513,210031320.995184,8.8340142610429
"RCP 8.5","Spain","ESP","Spain",182,"Spanish Exclusive Economic Zone",530191897.290828,468845491.395975,-11.5706041922407
"RCP 8.5","Sri Lanka","LKA","Sri Lanka",40,"Sri Lankan Exclusive Economic Zone",132344620.947474,104611794.732338,-20.9550082327432
"RCP 8.5","Sudan","SDN","Sudan",49,"Sudanese Exclusive Economic Zone",20476286.7682429,362.766726577701,-99.998228356876
"RCP 8.5","Suriname","SUR","Suriname",168,"Surinamese Exclusive Economic Zone",25636433.0091602,22824203.0682238,-10.9696615747268
"RCP 8.5","Sweden","SWE","Sweden",222,"Swedish Exclusive Economic Zone",176439678.266794,185921984.348812,5.37424811423622
"RCP 8.5","Syria","SYR","Syria",77,"Syrian Exclusive Economic Zone",12170107.5582181,10094876.4376148,-17.0518716508951
"RCP 8.5","Taiwan","TWN","Taiwan",14,"Taiwanese Exclusive Economic Zone",266177801.81696,119098457.725998,-55.2560518146073
"RCP 8.5","Tanzania","TZA","Tanzania",202,"Tanzanian Exclusive Economic Zone",35458890.0679063,35366329.9751764,-0.261034940892313
"RCP 8.5","Thailand","THA","Thailand",25,"Thailand Exclusive Economic Zone",178513068.80129,1646873.65683901,-99.0774492490115
"RCP 8.5","Togo","TGO","Togo",98,"Togolese Exclusive Economic Zone",11453887.1279905,1002642.79035899,-91.2462661875829
"RCP 8.5","Tonga","TON","Tonga",155,"Tongan Exclusive Economic Zone",46674282.5092497,50147631.0633454,7.44167530246954
"RCP 8.5","Trinidad and Tobago","TTO","Trinidad and Tobago",126,"Trinidad and Tobago Exclusive Economic Zone",13948028.8445458,9378675.5026875,-32.7598501034436
"RCP 8.5","Tunisia","TUN","Tunisia",61,"Tunisian Exclusive Economic Zone",167620511.587417,106375628.746423,-36.5378212135177
"RCP 8.5","Turkey","TUR","Turkey",76,"Turkish Exclusive Economic Zone",244448038.550478,227490372.235499,-6.93712513118675
"RCP 8.5","Tuvalu","TUV","Tuvalu",19,"Tuvaluan Exclusive Economic Zone",49319145.0056392,36517629.0128038,-25.9564840213098
"RCP 8.5","Ukraine","UKR","Ukraine",75,"Ukrainian Exclusive Economic Zone",104147417.412719,118758771.918431,14.029492875286
"RCP 8.5","United Arab Emirates","ARE","United Arab Emirates",54,"United Arab Emirates Exclusive Economic Zone",30734509.4845698,28.7214022781474,-99.9999065499897
"RCP 8.5","United Kingdom","GBR","Anguilla",118,"Anguilla Exclusive Economic Zone",6883070.9093527,5147864.2015884,-25.2097752677007
"RCP 8.5","United Kingdom","GBR","Ascension",85,"Ascension Exclusive Economic Zone",12124002.1266249,9792391.93148469,-19.2313575236007
"RCP 8.5","United Kingdom","GBR","Bermuda",108,"Bermudian Exclusive Economic Zone",24119271.5243915,16247454.4430647,-32.6370432596447
"RCP 8.5","United Kingdom","GBR","British Indian Ocean Territory",38,"British Indian Ocean Territory Exclusive Economic Zone",57733458.0137623,51638957.909175,-10.5562706864615
"RCP 8.5","United Kingdom","GBR","British Virgin Islands",117,"British Virgin Islands Exclusive Economic Zone",4764907.76615596,3257782.1069865,-31.6296921815408
"RCP 8.5","United Kingdom","GBR","Cayman Islands",113,"Cayman Islands Exclusive Economic Zone",13694885.1751218,7121092.02315524,-48.0018128513302
"RCP 8.5","United Kingdom","GBR","Falkland Islands",95,"Falkland Islands Exclusive Economic Zone",381912470.020189,592870327.694492,55.2372269130543
"RCP 8.5","United Kingdom","GBR","Gibraltar",60,"Gibraltarian Exclusive Economic Zone",727403.767370254,589577.631661734,-18.9476796644587
"RCP 8.5","United Kingdom","GBR","Guernsey",228,"Guernsey Exclusive Economic Zone",21032527.4931286,19233627.7765136,-8.55294123448891
"RCP 8.5","United Kingdom","GBR","Jersey",227,"Jersey Exclusive Economic Zone",6884131.8182549,6574769.43327959,-4.49384749076078
"RCP 8.5","United Kingdom","GBR","Montserrat",121,"Montserrat Exclusive Economic Zone",2206433.87018025,1292439.84147603,-41.4240390821028
"RCP 8.5","United Kingdom","GBR","Pitcairn",146,"Pitcairn Exclusive Economic Zone",17223981.4214953,16856266.0990876,-2.1349031528149
"RCP 8.5","United Kingdom","GBR","Saint Helena",86,"St. Helena Exclusive Economic Zone",18846291.1924391,18532317.1704387,-1.66597246532193
"RCP 8.5","United Kingdom","GBR","South Georgia and the South Sandwich Islands",89,"South Georgian Exclusive Economic Zone",10167239.7271922,10305672.0876704,1.36155302906793
"RCP 8.5","United Kingdom","GBR","Tristan da Cunha",88,"Tristan Da Cunha Exclusive Economic Zone",22591786.1088733,23397321.4198728,3.56561144443162
"RCP 8.5","United Kingdom","GBR","Turks and Caicos Islands",111,"Turks and Caicos Exclusive Economic Zone",15850276.1960432,9243730.41877917,-41.6809505118482
"RCP 8.5","United Kingdom","GBR","United Kingdom",180,"United Kingdom Exclusive Economic Zone",1569199531.89571,1599337553.45473,1.92059842909874
"RCP 8.5","United States","USA","Alaska",170,"United States Exclusive Exclusive Economic Zone (Alaska)",2891229572.00886,3042979098.87828,5.24861561802514
"RCP 8.5","United States","USA","American Samoa",151,"American Samoa Exclusive Economic Zone",13144107.8071607,13007823.1257678,-1.03684999691437
"RCP 8.5","United States","USA","Hawaii",160,"United States Exclusive Exclusive Economic Zone (Hawaii)",119347093.793227,120536400.245119,0.996510609594283
"RCP 8.5","United States","USA","Howland Island and Baker Island",158,"Howland and Baker Island Exclusive Economic Zone",10129723.3522154,10117591.8859296,-0.119761081956943
"RCP 8.5","United States","USA","Jarvis Island",149,"Jarvis Island Exclusive Economic Zone",7494373.13506958,7340948.85393582,-2.04719298557223
"RCP 8.5","United States","USA","Johnston Atoll",159,"Johnston Atoll Exclusive Economic Zone",9725043.13595651,9709392.49162106,-0.160931361605845
"RCP 8.5","United States","USA","Northern Mariana Islands and Guam",13,"Northern Mariana Islands and Guam Exclusive Economic Zone",65154641.6659034,65175546.0106211,0.0320841987357574
"RCP 8.5","United States","USA","Palmyra Atoll",150,"Palmyra Atoll Exclusive Economic Zone",10140238.3844231,9839929.7887667,-2.96155360723772
"RCP 8.5","United States","USA","Puerto Rico of the United States",255,"Puerto Rican Exclusive Economic Zone",19092448.7143712,10830147.1142992,-43.2752326518119
"RCP 8.5","United States","USA","United States",163,"United States Exclusive Economic Zone",1612451920.11958,998228586.89082,-38.0925053060315
"RCP 8.5","United States","USA","Virgin Islands of the United States",256,"Virgin Islander Exclusive Economic Zone",6528860.87291784,3873790.72454115,-40.6666675865326
"RCP 8.5","United States","USA","Wake Island",12,"Wake Island Exclusive Economic Zone",11729126.7874821,11745145.0373422,0.136568136318248
"RCP 8.5","Uruguay","URY","Uruguay",173,"Uruguayan Exclusive Economic Zone",106095988.641967,85319238.1314145,-19.5829746029948
"RCP 8.5","Vanuatu","VUT","Vanuatu",6,"Vanuatu Exclusive Economic Zone",80519054.4981094,82561831.1929803,2.53701028607933
"RCP 8.5","Venezuela","VEN","Venezuela",139,"Venezuelan Exclusive Economic Zone",73752637.489007,66051294.7156214,-10.4421252386175
"RCP 8.5","Vietnam","VNM","Vietnam",207,"Vietnamese Exclusive Economic Zone",365077479.28609,243170274.371105,-33.3921460051097
"RCP 8.5","Yemen","YEM","Yemen",47,"Yemeni Exclusive Economic Zone",159810106.691432,93086349.7039207,-41.7519006581633
